county_name,county_id,1a,1a1c,1a_2c,1a3c,2a1w,2a1w1c,2a1w2c,2a1w3c,2a,2a1c,2a2c,2a3c
"Randall County, Texas",48381,"$19,855","$42,180","$49,282","$61,225","$33,114","$40,602","$45,795","$50,544","$33,114","$46,533","$54,691","$62,406"
"Reagan County, Texas",48383,"$19,547","$40,855","$47,957","$58,414","$32,538","$39,277","$44,470","$47,734","$32,538","$45,208","$53,366","$59,596"
"Real County, Texas",48385,"$19,547","$40,855","$47,957","$60,355","$31,923","$39,277","$44,470","$49,675","$31,923","$45,208","$53,366","$61,536"
"Red River County, Texas",48387,"$19,547","$40,855","$47,957","$58,950","$31,923","$39,277","$44,470","$48,269","$31,923","$45,208","$53,366","$60,131"
"Reeves County, Texas",48389,"$19,547","$40,855","$47,957","$60,355","$32,391","$39,277","$44,470","$49,675","$32,391","$45,208","$53,366","$61,536"
"Refugio County, Texas",48391,"$19,668","$41,029","$48,131","$60,234","$32,043","$39,451","$44,644","$49,554","$32,043","$45,382","$53,540","$61,416"
"Roberts County, Texas",48393,"$19,695","$41,069","$48,171","$58,669","$32,404","$39,491","$44,684","$47,988","$32,404","$45,422","$53,580","$59,850"
"Robertson County, Texas",48395,"$22,866","$43,946","$51,048","$64,584","$35,041","$42,368","$47,561","$53,903","$35,041","$48,299","$56,457","$65,765"
"Rockwall County, Texas",48397,"$21,568","$44,548","$51,650","$64,088","$35,282","$42,970","$48,163","$53,408","$35,282","$48,901","$57,060","$65,270"
"Runnels County, Texas",48399,"$19,547","$40,855","$47,957","$60,355","$32,806","$39,277","$44,470","$49,675","$32,806","$45,208","$53,366","$61,536"
"Rusk County, Texas",48401,"$20,230","$41,457","$48,559","$59,860","$32,391","$39,879","$45,072","$49,179","$32,391","$45,810","$53,968","$61,041"
"Sabine County, Texas",48403,"$19,547","$40,855","$47,957","$60,355","$32,806","$39,277","$44,470","$49,675","$32,806","$45,208","$53,366","$61,536"
"San Augustine County, Texas",48405,"$19,775","$40,855","$47,957","$58,401","$31,923","$39,277","$44,470","$47,721","$31,923","$45,208","$53,366","$59,582"
"San Jacinto County, Texas",48407,"$21,849","$44,722","$51,824","$64,704","$35,656","$43,144","$48,337","$54,024","$35,656","$49,075","$57,233","$65,885"
"San Patricio County, Texas",48409,"$20,819","$43,558","$50,660","$62,657","$34,372","$41,980","$47,173","$51,976","$34,372","$47,911","$56,069","$63,838"
"San Saba County, Texas",48411,"$19,547","$40,855","$47,957","$59,378","$31,923","$39,277","$44,470","$48,698","$31,923","$45,208","$53,366","$60,559"
"Schleicher County, Texas",48413,"$19,547","$40,855","$47,957","$58,401","$31,923","$39,277","$44,470","$47,721","$31,923","$45,208","$53,366","$59,582"
"Scurry County, Texas",48415,"$19,775","$40,855","$47,957","$60,355","$31,923","$39,277","$44,470","$49,675","$31,923","$45,208","$53,366","$61,536"
"Shackelford County, Texas",48417,"$19,547","$40,855","$47,957","$60,355","$32,244","$39,277","$44,470","$49,675","$32,244","$45,208","$53,366","$61,536"
"Shelby County, Texas",48419,"$19,547","$40,855","$47,957","$58,401","$31,923","$39,277","$44,470","$47,721","$31,923","$45,208","$53,366","$59,582"
"Sherman County, Texas",48421,"$19,547","$40,855","$47,957","$59,565","$32,806","$39,277","$44,470","$48,885","$32,806","$45,208","$53,366","$60,747"
"Smith County, Texas",48423,"$21,916","$44,040","$51,142","$63,326","$35,496","$42,462","$47,655","$52,645","$35,496","$48,393","$56,551","$64,507"
"Somervell County, Texas",48425,"$19,547","$40,855","$47,957","$60,355","$32,806","$39,277","$44,470","$49,675","$32,806","$45,208","$53,366","$61,536"
"Starr County, Texas",48427,"$19,547","$40,855","$47,957","$58,401","$31,923","$39,277","$44,470","$47,721","$31,923","$45,208","$53,366","$59,582"
"Stephens County, Texas",48429,"$19,788","$41,189","$48,291","$59,365","$32,164","$39,611","$44,804","$48,684","$32,164","$45,542","$53,701","$60,546"
"Sterling County, Texas",48431,"$20,083","$41,617","$48,720","$61,104","$33,448","$40,040","$45,233","$50,424","$33,448","$45,971","$54,129","$62,286"
"Stonewall County, Texas",48433,"$19,547","$40,855","$47,957","$60,248","$32,391","$39,277","$44,470","$49,568","$32,391","$45,208","$53,366","$61,429"
"Sutton County, Texas",48435,"$19,547","$40,855","$47,957","$58,695","$32,565","$39,277","$44,470","$48,015","$32,565","$45,208","$53,366","$59,877"
"Swisher County, Texas",48437,"$19,547","$40,855","$47,957","$59,244","$31,923","$39,277","$44,470","$48,564","$31,923","$45,208","$53,366","$60,425"
"Tarrant County, Texas",48439,"$21,809","$44,883","$51,985","$64,624","$35,322","$43,305","$48,498","$53,944","$35,322","$49,236","$57,394","$65,805"
"Taylor County, Texas",48441,"$20,337","$42,902","$50,004","$61,171","$33,462","$41,324","$46,517","$50,491","$33,462","$47,255","$55,413","$62,353"
"Terrell County, Texas",48443,"$19,547","$40,855","$47,957","$59,150","$32,806","$39,277","$44,470","$48,470","$32,806","$45,208","$53,366","$60,332"
"Terry County, Texas",48445,"$19,547","$40,855","$47,957","$58,709","$32,123","$39,277","$44,470","$48,029","$32,123","$45,208","$53,366","$59,890"
"Throckmorton County, Texas",48447,"$19,547","$40,855","$47,957","$60,355","$32,244","$39,277","$44,470","$49,675","$32,244","$45,208","$53,366","$61,536"
"Titus County, Texas",48449,"$18,584","$40,855","$47,957","$58,468","$32,284","$39,277","$44,470","$47,788","$32,284","$45,208","$53,366","$59,649"
"Tom Green County, Texas",48451,"$19,788","$42,099","$49,201","$61,345","$32,940","$40,521","$45,714","$50,665","$32,940","$46,452","$54,611","$62,526"
"Travis County, Texas",48453,"$22,826","$46,703","$53,805","$67,247","$37,035","$45,125","$50,318","$56,567","$37,035","$51,056","$59,214","$68,428"
"Trinity County, Texas",48455,"$19,547","$40,855","$47,957","$60,355","$32,726","$39,277","$44,470","$49,675","$32,726","$45,208","$53,366","$61,536"
"Tyler County, Texas",48457,"$19,547","$40,855","$47,957","$60,355","$32,217","$39,277","$44,470","$49,675","$32,217","$45,208","$53,366","$61,536"
"Upshur County, Texas",48459,"$22,144","$43,009","$50,111","$61,091","$34,318","$41,431","$46,624","$50,411","$34,318","$47,362","$55,521","$62,272"
"Upton County, Texas",48461,"$19,547","$40,855","$47,957","$59,351","$32,806","$39,277","$44,470","$48,671","$32,806","$45,208","$53,366","$60,533"
"Uvalde County, Texas",48463,"$20,029","$40,855","$47,957","$59,498","$32,806","$39,277","$44,470","$48,818","$32,806","$45,208","$53,366","$60,680"
"Val Verde County, Texas",48465,"$19,681","$40,855","$47,957","$60,141","$31,923","$39,277","$44,470","$49,460","$31,923","$45,208","$53,366","$61,322"
"Van Zandt County, Texas",48467,"$20,377","$42,019","$49,121","$60,328","$32,779","$40,441","$45,634","$49,648","$32,779","$46,372","$54,530","$61,509"
"Victoria County, Texas",48469,"$20,765","$42,113","$49,215","$59,967","$33,355","$40,535","$45,728","$49,287","$33,355","$46,466","$54,624","$61,148"
"Walker County, Texas",48471,"$20,109","$41,885","$48,987","$60,770","$33,676","$40,307","$45,500","$50,089","$33,676","$46,238","$54,396","$61,951"
"Waller County, Texas",48473,"$21,849","$44,722","$51,824","$64,704","$35,656","$43,144","$48,337","$54,024","$35,656","$49,075","$57,233","$65,885"
"Ward County, Texas",48475,"$19,547","$40,855","$47,957","$58,401","$32,806","$39,277","$44,470","$47,721","$32,806","$45,208","$53,366","$59,582"
"Washington County, Texas",48477,"$20,457","$42,126","$49,228","$60,248","$33,810","$40,548","$45,741","$49,568","$33,810","$46,479","$54,637","$61,429"
"Webb County, Texas",48479,"$21,180","$42,728","$49,830","$61,452","$33,890","$41,150","$46,343","$50,772","$33,890","$47,081","$55,239","$62,634"
"Wharton County, Texas",48481,"$19,119","$41,751","$48,853","$60,234","$32,578","$40,174","$45,366","$49,554","$32,578","$46,104","$54,263","$61,416"
"Wheeler County, Texas",48483,"$19,547","$40,855","$47,957","$60,034","$32,806","$39,277","$44,470","$49,353","$32,806","$45,208","$53,366","$61,215"
"Wichita County, Texas",48485,"$19,186","$41,858","$48,961","$61,292","$33,247","$40,281","$45,473","$50,611","$33,247","$46,211","$54,370","$62,473"
"Wilbarger County, Texas",48487,"$19,869","$41,310","$48,412","$59,993","$32,257","$39,732","$44,925","$49,313","$32,257","$45,663","$53,821","$61,175"
"Willacy County, Texas",48489,"$19,601","$40,935","$48,037","$59,204","$31,976","$39,357","$44,550","$48,524","$31,976","$45,288","$53,446","$60,385"
"Williamson County, Texas",48491,"$22,826","$46,703","$53,805","$67,247","$37,035","$45,125","$50,318","$56,567","$37,035","$51,056","$59,214","$68,428"
"Wilson County, Texas",48493,"$20,765","$43,799","$50,901","$62,737","$34,760","$42,221","$47,414","$52,057","$34,760","$48,152","$56,310","$63,918"
"Winkler County, Texas",48495,"$19,547","$40,855","$47,957","$60,355","$31,923","$39,277","$44,470","$49,675","$31,923","$45,208","$53,366","$61,536"
"Wise County, Texas",48497,"$19,842","$42,969","$50,071","$61,037","$33,488","$41,391","$46,584","$50,357","$33,488","$47,322","$55,480","$62,219"
"Wood County, Texas",48499,"$20,029","$41,203","$48,305","$59,712","$32,177","$39,625","$44,818","$49,032","$32,177","$45,556","$53,714","$60,894"
"Yoakum County, Texas",48501,"$19,695","$41,069","$48,171","$59,619","$32,404","$39,491","$44,684","$48,939","$32,404","$45,422","$53,580","$60,800"
"Young County, Texas",48503,"$19,347","$42,139","$49,242","$60,368","$32,873","$40,562","$45,754","$49,688","$32,873","$46,492","$54,651","$61,550"
"Zapata County, Texas",48505,"$19,547","$40,855","$47,957","$58,401","$31,923","$39,277","$44,470","$47,721","$31,923","$45,208","$53,366","$59,582"
"Zavala County, Texas",48507,"$19,547","$40,855","$47,957","$60,355","$32,806","$39,277","$44,470","$49,675","$32,806","$45,208","$53,366","$61,536"
"Beaver County, Utah",49001,"$20,659","$40,738","$48,881","$61,607","$33,092","$39,379","$45,001","$50,070","$33,092","$45,635","$54,772","$63,357"
"Box Elder County, Utah",49003,"$20,645","$40,724","$48,867","$62,376","$33,078","$39,365","$44,987","$50,839","$33,078","$45,621","$54,758","$64,127"
"Cache County, Utah",49005,"$20,715","$40,920","$49,062","$62,362","$32,463","$39,560","$45,182","$50,825","$32,463","$45,817","$54,954","$64,113"
"Carbon County, Utah",49007,"$20,631","$40,724","$48,867","$60,391","$32,379","$39,365","$44,987","$48,854","$32,379","$45,621","$54,758","$62,141"
"Daggett County, Utah",49009,"$22,225","$42,808","$50,950","$62,977","$34,840","$41,448","$47,070","$51,441","$34,840","$47,704","$56,842","$64,728"
"Davis County, Utah",49011,"$20,757","$42,808","$50,950","$64,767","$33,973","$41,448","$47,070","$53,230","$33,973","$47,704","$56,842","$66,518"
"Duchesne County, Utah",49013,"$21,162","$41,410","$49,552","$63,383","$33,665","$40,050","$45,672","$51,846","$33,665","$46,306","$55,443","$65,133"
"Emery County, Utah",49015,"$20,645","$40,724","$48,867","$60,391","$33,078","$39,365","$44,987","$48,854","$33,078","$45,621","$54,758","$62,141"
"Garfield County, Utah",49017,"$20,799","$41,172","$49,314","$60,950","$32,561","$39,812","$45,434","$49,413","$32,561","$46,068","$55,206","$62,700"
"Grand County, Utah",49019,"$21,470","$41,801","$49,943","$63,956","$33,987","$40,441","$46,063","$52,419","$33,987","$46,698","$55,835","$65,707"
"Iron County, Utah",49021,"$19,918","$40,724","$48,867","$61,817","$33,078","$39,365","$44,987","$50,280","$33,078","$45,621","$54,758","$63,567"
"Juab County, Utah",49023,"$20,701","$42,207","$50,349","$64,278","$34,266","$40,847","$46,469","$52,741","$34,266","$47,103","$56,240","$66,028"
"Kane County, Utah",49025,"$22,421","$43,059","$51,202","$65,816","$35,049","$41,700","$47,322","$54,279","$35,049","$47,956","$57,093","$67,566"
"Millard County, Utah",49027,"$20,645","$40,724","$48,867","$62,376","$33,078","$39,365","$44,987","$50,839","$33,078","$45,621","$54,758","$64,127"
"Morgan County, Utah",49029,"$20,757","$42,808","$50,950","$64,767","$33,973","$41,448","$47,070","$53,230","$33,973","$47,704","$56,842","$66,518"
"Piute County, Utah",49031,"$22,295","$42,906","$51,048","$63,103","$34,924","$41,546","$47,168","$51,566","$34,924","$47,802","$56,940","$64,854"
"Rich County, Utah",49033,"$22,393","$43,018","$51,160","$63,243","$35,022","$41,658","$47,280","$51,706","$35,022","$47,914","$57,051","$64,993"
"Salt Lake County, Utah",49035,"$22,267","$44,262","$52,404","$67,004","$35,623","$42,902","$48,524","$55,468","$35,623","$49,158","$58,296","$68,755"
"San Juan County, Utah",49037,"$20,645","$40,724","$48,867","$61,299","$33,078","$39,365","$44,987","$49,763","$33,078","$45,621","$54,758","$63,050"
"Sanpete County, Utah",49039,"$20,757","$40,920","$49,062","$60,628","$32,505","$39,560","$45,182","$49,092","$32,505","$45,817","$54,954","$62,379"
"Sevier County, Utah",49041,"$20,645","$40,724","$48,867","$60,796","$33,078","$39,365","$44,987","$49,259","$33,078","$45,621","$54,758","$62,547"
"Summit County, Utah",49043,"$22,630","$44,793","$52,936","$67,270","$35,189","$43,433","$49,055","$55,733","$35,189","$49,690","$58,827","$69,020"
"Tooele County, Utah",49045,"$21,652","$42,738","$50,880","$63,383","$33,777","$41,378","$47,000","$51,846","$33,777","$47,634","$56,772","$65,133"
"Uintah County, Utah",49047,"$23,357","$44,709","$52,852","$66,697","$35,119","$43,350","$48,972","$55,160","$35,119","$49,606","$58,743","$68,447"
"Utah County, Utah",49049,"$20,701","$42,207","$50,349","$64,278","$34,266","$40,847","$46,469","$52,741","$34,266","$47,103","$56,240","$66,028"
"Wasatch County, Utah",49051,"$22,966","$43,773","$51,915","$66,864","$35,651","$42,413","$48,035","$55,328","$35,651","$48,669","$57,807","$68,615"
"Washington County, Utah",49053,"$21,008","$42,542","$50,684","$63,984","$33,749","$41,182","$46,804","$52,447","$33,749","$47,439","$56,576","$65,735"
"Wayne County, Utah",49055,"$20,645","$40,724","$48,867","$61,915","$33,078","$39,365","$44,987","$50,378","$33,078","$45,621","$54,758","$63,665"
"Weber County, Utah",49057,"$20,757","$42,808","$50,950","$64,767","$33,973","$41,448","$47,070","$53,230","$33,973","$47,704","$56,842","$66,518"
"Addison County, Vermont",50001,"$22,597","$45,636","$55,584","$71,323","$35,194","$41,779","$47,051","$53,395","$35,194","$50,253","$61,115","$73,048"
"Bennington County, Vermont",50003,"$20,416","$45,166","$55,114","$69,251","$34,255","$41,310","$46,582","$51,323","$34,255","$49,783","$60,645","$70,977"
"Caledonia County, Vermont",50005,"$20,761","$42,984","$52,932","$66,324","$32,957","$39,128","$44,400","$48,396","$32,957","$47,601","$58,463","$68,049"
"Chittenden County, Vermont",50007,"$26,036","$51,698","$61,645","$77,302","$38,908","$47,841","$53,113","$59,374","$38,908","$56,315","$67,176","$79,027"
"Essex County, Vermont",50009,"$20,416","$42,929","$52,877","$66,255","$32,902","$39,073","$44,345","$48,327","$32,902","$47,546","$58,408","$67,980"
"Franklin County, Vermont",50011,"$26,036","$51,698","$61,645","$77,302","$38,908","$47,841","$53,113","$59,374","$38,908","$56,315","$67,176","$79,027"
"Grand Isle County, Vermont",50013,"$26,036","$51,698","$61,645","$77,302","$38,908","$47,841","$53,113","$59,374","$38,908","$56,315","$67,176","$79,027"
"Lamoille County, Vermont",50015,"$21,921","$46,630","$56,578","$73,573","$35,498","$42,774","$48,045","$55,646","$35,498","$51,247","$62,109","$75,299"
"Orange County, Vermont",50017,"$19,974","$44,862","$54,810","$68,671","$34,448","$41,006","$46,278","$50,744","$34,448","$49,479","$60,341","$70,397"
"Orleans County, Vermont",50019,"$21,175","$43,385","$53,333","$66,890","$33,219","$39,529","$44,800","$48,962","$33,219","$48,002","$58,864","$68,616"
"Rutland County, Vermont",50021,"$21,437","$45,014","$54,962","$68,851","$34,048","$41,158","$46,430","$50,923","$34,048","$49,631","$60,493","$70,576"
"Washington County, Vermont",50023,"$23,260","$46,050","$55,998","$70,439","$35,084","$42,194","$47,465","$52,511","$35,084","$50,667","$61,529","$72,164"
"Windham County, Vermont",50025,"$21,230","$45,111","$55,059","$69,210","$33,993","$41,255","$46,526","$51,282","$33,993","$49,728","$60,590","$70,935"
"Windsor County, Vermont",50027,"$22,639","$45,843","$55,791","$70,149","$34,476","$41,987","$47,258","$52,221","$34,476","$50,460","$61,322","$71,874"
"Accomack County, Virginia",51001,"$22,152","$44,982","$54,090","$66,960","$34,617","$41,663","$46,996","$50,664","$34,617","$49,452","$59,645","$68,174"
"Albemarle County, Virginia",51003,"$22,839","$48,747","$57,856","$72,031","$37,792","$45,428","$50,761","$55,735","$37,792","$53,217","$63,410","$73,245"
"Alleghany County, Virginia",51005,"$20,847","$43,374","$52,482","$66,892","$33,009","$40,055","$45,388","$50,595","$33,009","$47,844","$58,037","$68,105"
